day,month,year,waterbody,site,depth,reps,variable,value
26,6,2017,warwick,3,int,1,phyco_rfu,495.28
26,6,2017,warwick,3,int,2,phyco_rfu,498.9
26,6,2017,warwick,3,int,1,filter_vol,200
26,6,2017,warwick,4,int,1,phyco_rfu,494.46
26,6,2017,warwick,4,int,2,phyco_rfu,492.95
26,6,2017,warwick,4,int,1,filter_vol,200
26,6,2017,warwick,5,int,1,phyco_rfu,492.25
26,6,2017,warwick,5,int,2,phyco_rfu,496.95
26,6,2017,warwick,5,int,1,filter_vol,200
26,6,2017,warwick,6,int,1,phyco_rfu,492.77
26,6,2017,warwick,6,int,2,phyco_rfu,488.97
26,6,2017,warwick,6,int,1,filter_vol,200
26,6,2017,warwick,p,int,1,phyco_rfu,493.74
26,6,2017,warwick,p,int,2,phyco_rfu,485.7
26,6,2017,warwick,p,int,3,phyco_rfu,484.87
26,6,2017,warwick,p,int,1,filter_vol,200
26,6,2017,warwick,blank,int,3,blank,487.19
26,6,2017,warwick,blank,int,4,blank,481.22
28,6,2017,yawgoo,blank,int,1,blank,526.78
28,6,2017,yawgoo,blank,int,2,blank,542.06
28,6,2017,yawgoo,1,int,1,phyco_rfu,564.45
28,6,2017,yawgoo,1,int,2,phyco_rfu,553.17
28,6,2017,yawgoo,1,int,1,filter_vol,400
28,6,2017,yawgoo,2,int,1,phyco_rfu,553.66
28,6,2017,yawgoo,2,int,2,phyco_rfu,545.77
28,6,2017,yawgoo,2,int,1,filter_vol,400
28,6,2017,yawgoo,3,int,1,phyco_rfu,545.52
28,6,2017,yawgoo,3,int,2,phyco_rfu,552.24
28,6,2017,yawgoo,3,int,1,filter_vol,400
28,6,2017,yawgoo,4,int,1,phyco_rfu,528.72
28,6,2017,yawgoo,4,int,2,phyco_rfu,541.57
28,6,2017,yawgoo,4,int,1,filter_vol,400
28,6,2017,yawgoo,5,int,1,phyco_rfu,542.69
28,6,2017,yawgoo,5,int,2,phyco_rfu,540.22
28,6,2017,yawgoo,5,int,1,filter_vol,400
28,6,2017,yawgoo,6,int,1,phyco_rfu,530.92
28,6,2017,yawgoo,6,int,2,phyco_rfu,543.31
28,6,2017,yawgoo,6,int,1,filter_vol,400
28,6,2017,yawgoo,p,int,1,phyco_rfu,534.71
28,6,2017,yawgoo,p,int,2,phyco_rfu,533.79
28,6,2017,yawgoo,p,int,3,phyco_rfu,530.14
28,6,2017,yawgoo,p,int,1,filter_vol,400
28,6,2017,warwick,blank,int,1,blank,510.9
28,6,2017,warwick,blank,int,2,blank,511.24
28,6,2017,warwick,1,int,1,phyco_rfu,514.43
28,6,2017,warwick,1,int,2,phyco_rfu,515.12
28,6,2017,warwick,1,int,1,filter_vol,200
28,6,2017,warwick,2,int,1,phyco_rfu,517.87
28,6,2017,warwick,2,int,2,phyco_rfu,516.58
28,6,2017,warwick,2,int,1,filter_vol,200
28,6,2017,warwick,3,int,1,phyco_rfu,512.32
28,6,2017,warwick,3,int,2,phyco_rfu,515.11
28,6,2017,warwick,3,int,1,filter_vol,200
28,6,2017,warwick,4,int,1,phyco_rfu,520.17
28,6,2017,warwick,4,int,2,phyco_rfu,518.14
28,6,2017,warwick,4,int,1,filter_vol,200
28,6,2017,warwick,5,int,1,phyco_rfu,533.51
28,6,2017,warwick,5,int,2,phyco_rfu,523.65
28,6,2017,warwick,5,int,1,filter_vol,200
28,6,2017,warwick,6,int,1,phyco_rfu,526.26
28,6,2017,warwick,6,int,2,phyco_rfu,523.89
28,6,2017,warwick,6,int,1,filter_vol,200
28,6,2017,warwick,p,int,1,phyco_rfu,529.67
28,6,2017,warwick,p,int,2,phyco_rfu,528.34
28,6,2017,warwick,p,int,3,phyco_rfu,526.03
28,6,2017,warwick,p,int,1,filter_vol,200
5,7,2017,yawgoo,blank,int,1,blank,503.58
5,7,2017,yawgoo,blank,int,2,blank,509.81
5,7,2017,yawgoo,1,int,1,phyco_rfu,511.16
5,7,2017,yawgoo,1,int,2,phyco_rfu,513.73
5,7,2017,yawgoo,1,int,1,filter_vol,400
5,7,2017,yawgoo,2,int,1,phyco_rfu,509.88
5,7,2017,yawgoo,2,int,2,phyco_rfu,521.1
5,7,2017,yawgoo,2,int,1,filter_vol,400
5,7,2017,yawgoo,3,int,1,phyco_rfu,536.41
5,7,2017,yawgoo,3,int,2,phyco_rfu,532.77
5,7,2017,yawgoo,3,int,1,filter_vol,400
5,7,2017,yawgoo,4,int,1,phyco_rfu,522.93
5,7,2017,yawgoo,4,int,2,phyco_rfu,528.81
5,7,2017,yawgoo,4,int,1,filter_vol,400
5,7,2017,yawgoo,5,int,1,phyco_rfu,516.1
5,7,2017,yawgoo,5,int,2,phyco_rfu,523.57
5,7,2017,yawgoo,5,int,1,filter_vol,400
